achievement_id,group_id,name,tier,tier_name,category,rarity,rule_type,rule_filter,target,display_order,xp_reward,description,evidence_hint,is_hidden,hint,auto_grant,ui_badge_style,icon_path,icon_url
ACH_TIER_SLAP_MASTERY_T6,ACH_TIER_SLAP_MASTERY,슬랩 마스터리 6,6,Master,테크닉,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""SLAP""]}",110,12,760,조건을 만족한 이벤트를 110회 달성하세요. (이벤트: SESSION / 태그 하나 이상: SLAP),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_master,,
ACH_TIER_THEORY_EAR_T1,ACH_TIER_THEORY_EAR,이론/귀카피 탐구 1,1,Bronze,학습,common,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""THEORY""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""EAR_COPY""}]}}",3,13,60,조건을 만족한 이벤트를 3회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_bronze,,
ACH_TIER_THEORY_EAR_T2,ACH_TIER_THEORY_EAR,이론/귀카피 탐구 2,2,Silver,학습,rare,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""THEORY""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""EAR_COPY""}]}}",8,13,100,조건을 만족한 이벤트를 8회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_silver,,
ACH_TIER_THEORY_EAR_T3,ACH_TIER_THEORY_EAR,이론/귀카피 탐구 3,3,Gold,학습,epic,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""THEORY""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""EAR_COPY""}]}}",18,13,200,조건을 만족한 이벤트를 18회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_gold,,
ACH_TIER_THEORY_EAR_T4,ACH_TIER_THEORY_EAR,이론/귀카피 탐구 4,4,Platinum,학습,legendary,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""THEORY""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""EAR_COPY""}]}}",35,13,320,조건을 만족한 이벤트를 35회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_platinum,,
ACH_TIER_THEORY_EAR_T5,ACH_TIER_THEORY_EAR,이론/귀카피 탐구 5,5,Diamond,학습,mythic,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""THEORY""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""EAR_COPY""}]}}",65,13,500,조건을 만족한 이벤트를 65회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_diamond,,
ACH_TIER_THEORY_EAR_T6,ACH_TIER_THEORY_EAR,이론/귀카피 탐구 6,6,Master,학습,mythic,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""THEORY""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""EAR_COPY""}]}}",110,13,760,조건을 만족한 이벤트를 110회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_master,,
ACH_TIER_ARCHIVE_RECORD_T1,ACH_TIER_ARCHIVE_RECORD,기록 아카이브 1,1,Bronze,기록,common,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",3,14,60,"조건을 만족한 이벤트를 3회 달성하세요. (이벤트: SESSION / 태그 하나 이상: RECORDING_AUDIO, RECORDING_VIDEO)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_bronze,,
ACH_TIER_ARCHIVE_RECORD_T2,ACH_TIER_ARCHIVE_RECORD,기록 아카이브 2,2,Silver,기록,rare,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",10,14,100,"조건을 만족한 이벤트를 10회 달성하세요. (이벤트: SESSION / 태그 하나 이상: RECORDING_AUDIO, RECORDING_VIDEO)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_silver,,
ACH_TIER_ARCHIVE_RECORD_T3,ACH_TIER_ARCHIVE_RECORD,기록 아카이브 3,3,Gold,기록,epic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",24,14,200,"조건을 만족한 이벤트를 24회 달성하세요. (이벤트: SESSION / 태그 하나 이상: RECORDING_AUDIO, RECORDING_VIDEO)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_gold,,
ACH_TIER_ARCHIVE_RECORD_T4,ACH_TIER_ARCHIVE_RECORD,기록 아카이브 4,4,Platinum,기록,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",50,14,320,"조건을 만족한 이벤트를 50회 달성하세요. (이벤트: SESSION / 태그 하나 이상: RECORDING_AUDIO, RECORDING_VIDEO)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_platinum,,
ACH_TIER_ARCHIVE_RECORD_T5,ACH_TIER_ARCHIVE_RECORD,기록 아카이브 5,5,Diamond,기록,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",90,14,500,"조건을 만족한 이벤트를 90회 달성하세요. (이벤트: SESSION / 태그 하나 이상: RECORDING_AUDIO, RECORDING_VIDEO)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_diamond,,
ACH_TIER_ARCHIVE_RECORD_T6,ACH_TIER_ARCHIVE_RECORD,기록 아카이브 6,6,Master,기록,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",150,14,760,"조건을 만족한 이벤트를 150회 달성하세요. (이벤트: SESSION / 태그 하나 이상: RECORDING_AUDIO, RECORDING_VIDEO)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_master,,
ACH_TIER_VIDEO_REVIEW_T1,ACH_TIER_VIDEO_REVIEW,영상 리뷰 1,1,Bronze,기록,common,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",2,15,60,"조건을 만족한 이벤트를 2회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_VIDEO, AB_COMPARE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_bronze,,
ACH_TIER_VIDEO_REVIEW_T2,ACH_TIER_VIDEO_REVIEW,영상 리뷰 2,2,Silver,기록,rare,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",6,15,100,"조건을 만족한 이벤트를 6회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_VIDEO, AB_COMPARE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_silver,,
ACH_TIER_VIDEO_REVIEW_T3,ACH_TIER_VIDEO_REVIEW,영상 리뷰 3,3,Gold,기록,epic,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",14,15,200,"조건을 만족한 이벤트를 14회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_VIDEO, AB_COMPARE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_gold,,
ACH_TIER_VIDEO_REVIEW_T4,ACH_TIER_VIDEO_REVIEW,영상 리뷰 4,4,Platinum,기록,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",30,15,320,"조건을 만족한 이벤트를 30회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_VIDEO, AB_COMPARE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_platinum,,
ACH_TIER_VIDEO_REVIEW_T5,ACH_TIER_VIDEO_REVIEW,영상 리뷰 5,5,Diamond,기록,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",55,15,500,"조건을 만족한 이벤트를 55회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_VIDEO, AB_COMPARE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_diamond,,
ACH_TIER_VIDEO_REVIEW_T6,ACH_TIER_VIDEO_REVIEW,영상 리뷰 6,6,Master,기록,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",90,15,760,"조건을 만족한 이벤트를 90회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_VIDEO, AB_COMPARE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_master,,
ACH_TIER_BAND_FLOW_T1,ACH_TIER_BAND_FLOW,합주/무대 흐름 1,1,Bronze,무대,common,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""duration_min"", ""op"": ""gte"", ""value"": 20}, {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""BAND""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""PERFORMANCE""}]}]}}",2,16,60,조건을 만족한 이벤트를 2회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_bronze,,
ACH_TIER_BAND_FLOW_T2,ACH_TIER_BAND_FLOW,합주/무대 흐름 2,2,Silver,무대,rare,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""duration_min"", ""op"": ""gte"", ""value"": 20}, {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""BAND""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""PERFORMANCE""}]}]}}",6,16,100,조건을 만족한 이벤트를 6회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_silver,,
ACH_TIER_BAND_FLOW_T3,ACH_TIER_BAND_FLOW,합주/무대 흐름 3,3,Gold,무대,epic,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""duration_min"", ""op"": ""gte"", ""value"": 20}, {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""BAND""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""PERFORMANCE""}]}]}}",14,16,200,조건을 만족한 이벤트를 14회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_gold,,
ACH_TIER_BAND_FLOW_T4,ACH_TIER_BAND_FLOW,합주/무대 흐름 4,4,Platinum,무대,legendary,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""duration_min"", ""op"": ""gte"", ""value"": 20}, {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""BAND""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""PERFORMANCE""}]}]}}",28,16,320,조건을 만족한 이벤트를 28회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_platinum,,
ACH_TIER_BAND_FLOW_T5,ACH_TIER_BAND_FLOW,합주/무대 흐름 5,5,Diamond,무대,mythic,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""duration_min"", ""op"": ""gte"", ""value"": 20}, {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""BAND""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""PERFORMANCE""}]}]}}",50,16,500,조건을 만족한 이벤트를 50회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_diamond,,
ACH_TIER_BAND_FLOW_T6,ACH_TIER_BAND_FLOW,합주/무대 흐름 6,6,Master,무대,mythic,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""duration_min"", ""op"": ""gte"", ""value"": 20}, {""type"": ""group"", ""logic"": ""any"", ""children"": [{""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""BAND""}, {""type"": ""condition"", ""field"": ""tags"", ""op"": ""contains"", ""value"": ""PERFORMANCE""}]}]}}",84,16,760,조건을 만족한 이벤트를 84회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_master,,
ACH_TIER_COMMUNITY_T1,ACH_TIER_COMMUNITY,커뮤니티 챌린지 1,1,Bronze,커뮤니티,common,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",2,17,60,조건을 만족한 이벤트를 2회 달성하세요. (이벤트: SESSION / 태그 하나 이상: COMMUNITY),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_bronze,,
ACH_TIER_COMMUNITY_T2,ACH_TIER_COMMUNITY,커뮤니티 챌린지 2,2,Silver,커뮤니티,rare,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",6,17,100,조건을 만족한 이벤트를 6회 달성하세요. (이벤트: SESSION / 태그 하나 이상: COMMUNITY),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_silver,,
ACH_TIER_COMMUNITY_T3,ACH_TIER_COMMUNITY,커뮤니티 챌린지 3,3,Gold,커뮤니티,epic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",14,17,200,조건을 만족한 이벤트를 14회 달성하세요. (이벤트: SESSION / 태그 하나 이상: COMMUNITY),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_gold,,
ACH_TIER_COMMUNITY_T4,ACH_TIER_COMMUNITY,커뮤니티 챌린지 4,4,Platinum,커뮤니티,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",28,17,320,조건을 만족한 이벤트를 28회 달성하세요. (이벤트: SESSION / 태그 하나 이상: COMMUNITY),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_platinum,,
ACH_TIER_COMMUNITY_T5,ACH_TIER_COMMUNITY,커뮤니티 챌린지 5,5,Diamond,커뮤니티,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",50,17,500,조건을 만족한 이벤트를 50회 달성하세요. (이벤트: SESSION / 태그 하나 이상: COMMUNITY),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_diamond,,
ACH_TIER_COMMUNITY_T6,ACH_TIER_COMMUNITY,커뮤니티 챌린지 6,6,Master,커뮤니티,mythic,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",84,17,760,조건을 만족한 이벤트를 84회 달성하세요. (이벤트: SESSION / 태그 하나 이상: COMMUNITY),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,,true,tier_master,,
ACH_ONE_FIRST_SESSION,ACH_ONE_FIRST_SESSION,첫 세션,1,Single,일회성,rare,count_events,"{""event_type"": ""SESSION""}",1,100,160,조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,첫 기록을 남겨 시작하세요.,true,single_event,,
ACH_ONE_FIRST_FOCUS_30,ACH_ONE_FIRST_FOCUS_30,첫 30분 집중,1,Single,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""min_duration"": 30}",1,101,160,조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION / 세션 30분 이상),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,30분 이상 집중 세션을 한번 완주하세요.,true,single_event,,
ACH_ONE_FIRST_AUDIO_LOG,ACH_ONE_FIRST_AUDIO_LOG,첫 오디오 로그,1,Single,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""RECORDING_AUDIO""]}",1,102,160,조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION / 태그 하나 이상: RECORDING_AUDIO),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,녹음 태그를 켜고 세션을 종료하면 달성됩니다.,true,single_event,,
ACH_ONE_FIRST_VIDEO_REVIEW,ACH_ONE_FIRST_VIDEO_REVIEW,첫 영상 리뷰,1,Single,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_VIDEO"", ""AB_COMPARE""]}",1,103,160,"조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_VIDEO, AB_COMPARE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,영상 기록과 A/B 비교를 함께 남겨보세요.,true,single_event,,
ACH_ONE_FIRST_BAND_STAGE,ACH_ONE_FIRST_BAND_STAGE,첫 합주/무대,1,Single,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""BAND"", ""PERFORMANCE""]}",1,104,160,"조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION / 태그 하나 이상: BAND, PERFORMANCE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,합주 또는 무대 태그 세션 1회.,true,single_event,,
ACH_ONE_FIRST_COMMUNITY,ACH_ONE_FIRST_COMMUNITY,첫 커뮤니티,1,Single,일회성,rare,count_events,"{""event_type"": ""SESSION"", ""tags_any"": [""COMMUNITY""]}",1,105,160,조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION / 태그 하나 이상: COMMUNITY),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,커뮤니티 기반 세션 1회.,true,single_event,,
ACH_ONE_WEEK_KEEPER_2W,ACH_ONE_WEEK_KEEPER_2W,2주 지킴이,1,Single,일회성,rare,streak_weekly,"{""min_sessions"": 4, ""min_core_sessions"": 1, ""tag_core"": ""CORE""}",2,108,160,연속/월간 달성 지표를 2까지 달성하세요. (기본 조건),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,주 4세션 이상 루틴을 2주 연속 유지.,true,single_event,,
ACH_ONE_MONTH_KEEPER_2M,ACH_ONE_MONTH_KEEPER_2M,2개월 지킴이,1,Single,일회성,rare,streak_monthly,"{""min_sessions_per_month"": 10}",2,109,160,연속/월간 달성 지표를 2까지 달성하세요. (기본 조건),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,월 10세션 이상을 2개월 연속 유지.,true,single_event,,
ACH_ONE_STYLE_SWITCHER,ACH_ONE_STYLE_SWITCHER,스타일 스위처,1,Single,수동,epic,manual,{},1,110,180,자동 판별이 아닌 수동 체크 업적입니다. (기본 조건),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,새 연주 스타일 도전 후 직접 체크하세요.,false,single_event,,
ACH_ONE_STAGE_DEBUT,ACH_ONE_STAGE_DEBUT,무대 데뷔,1,Single,수동,epic,manual,{},1,111,180,자동 판별이 아닌 수동 체크 업적입니다. (기본 조건),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,false,실전 무대/합주 경험 후 직접 체크하세요.,false,single_event,,
ACH_HID_QUIET_ENGINE,ACH_HID_QUIET_ENGINE,고요한 엔진,1,Hidden,히든,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""METRO_ONEBAR"", ""CLEAN_MUTE""]}",1,200,480,"조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION / 태그 모두 포함: METRO_ONEBAR, CLEAN_MUTE)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,true,원바 메트로놈 + 클린 뮤트 태그 조합을 찾으세요.,true,single_hidden,,
ACH_HID_DOUBLE_ARCHIVE,ACH_HID_DOUBLE_ARCHIVE,더블 아카이브,1,Hidden,히든,legendary,count_events,"{""event_type"": ""SESSION"", ""tags_all"": [""RECORDING_AUDIO"", ""RECORDING_VIDEO""]}",1,201,480,"조건을 만족한 이벤트를 1회 달성하세요. (이벤트: SESSION / 태그 모두 포함: RECORDING_AUDIO, RECORDING_VIDEO)",권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,true,오디오/비디오를 동시에 남긴 세션이 필요합니다.,true,single_hidden,,
ACH_HID_IRON_STREAK,ACH_HID_IRON_STREAK,아이언 스트릭,1,Hidden,히든,legendary,streak_weekly,"{""min_sessions"": 5, ""min_core_sessions"": 3, ""tag_core"": ""CORE""}",3,202,480,연속/월간 달성 지표를 3까지 달성하세요. (기본 조건),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,true,주당 5세션 + 코어 3세션으로 3주 연속 도전하세요.,true,single_hidden,,
ACH_HID_NIGHT_OWL,ACH_HID_NIGHT_OWL,심야 집중 모드,1,Hidden,히든,legendary,count_events,"{""event_type"": ""SESSION"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""event.hour_local"", ""op"": ""gte"", ""value"": 22}, {""type"": ""condition"", ""field"": ""duration_min"", ""op"": ""gte"", ""value"": 40}]}}",5,203,480,조건을 만족한 이벤트를 5회 달성하세요. (이벤트: SESSION / 조건 트리 사용),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,true,밤 10시 이후 40분 이상 세션을 누적하세요.,true,single_hidden,,
ACH_HID_REPERTOIRE_MASTER,ACH_HID_REPERTOIRE_MASTER,숨은 레퍼토리 장인,1,Hidden,히든,legendary,distinct_count,"{""event_type"": ""SESSION"", ""field"": ""song_library_id""}",30,205,480,중복 제외 고유 개수 30개를 달성하세요. (이벤트: SESSION / 고유 필드: song_library_id),권장 증빙: 세션 메모 + 태그/링크/미디어 중 가능한 항목 기록,true,서로 다른 곡 30개를 기록하세요.,true,single_hidden,,
ACH_TIER_QUEST_CLAIM_T1,ACH_TIER_QUEST_CLAIM,퀘스트 정복 1,1,Bronze,퀘스트,common,count_events,"{""event_type"": ""QUEST_CLAIM""}",2,900,60,퀘스트 보상을 2회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_bronze,,
ACH_TIER_QUEST_CLAIM_T2,ACH_TIER_QUEST_CLAIM,퀘스트 정복 2,2,Silver,퀘스트,rare,count_events,"{""event_type"": ""QUEST_CLAIM""}",5,900,100,퀘스트 보상을 5회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_silver,,
ACH_TIER_QUEST_CLAIM_T3,ACH_TIER_QUEST_CLAIM,퀘스트 정복 3,3,Gold,퀘스트,epic,count_events,"{""event_type"": ""QUEST_CLAIM""}",10,900,200,퀘스트 보상을 10회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_gold,,
ACH_TIER_QUEST_CLAIM_T4,ACH_TIER_QUEST_CLAIM,퀘스트 정복 4,4,Platinum,퀘스트,legendary,count_events,"{""event_type"": ""QUEST_CLAIM""}",20,900,320,퀘스트 보상을 20회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_platinum,,
ACH_TIER_QUEST_CLAIM_T5,ACH_TIER_QUEST_CLAIM,퀘스트 정복 5,5,Diamond,퀘스트,mythic,count_events,"{""event_type"": ""QUEST_CLAIM""}",35,900,500,퀘스트 보상을 35회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_diamond,,
ACH_TIER_QUEST_CLAIM_T6,ACH_TIER_QUEST_CLAIM,퀘스트 정복 6,6,Master,퀘스트,mythic,count_events,"{""event_type"": ""QUEST_CLAIM""}",50,900,760,퀘스트 보상을 50회 수령하세요.,퀘스트 완료 후 보상을 수령하세요.,false,,true,tier_master,,
ACH_ONE_QUEST_HIGH_FIRST,ACH_ONE_QUEST_HIGH_FIRST,고난도 퀘스트 첫 달성,1,Single,퀘스트,rare,count_events,"{""event_type"": ""QUEST_CLAIM"", ""condition_tree"": {""type"": ""group"", ""logic"": ""all"", ""children"": [{""type"": ""condition"", ""field"": ""quest.difficulty"", ""op"": ""eq"", ""value"": ""high""}]}}",1,901,160,난이도 높음 퀘스트를 1회 달성하세요.,고난도 퀘스트를 완료하세요.,false,,true,single_event,,
ACH_HID_QUEST_GENRE_TRIO,ACH_HID_QUEST_GENRE_TRIO,장르 개척자,1,Hidden,히든,legendary,distinct_count,"{""event_type"": ""QUEST_CLAIM"", ""field"": ""quest.genre_primary""}",3,902,480,서로 다른 대표 장르 퀘스트를 3회 달성하세요.,다양한 장르 퀘스트를 완료하세요.,true,서로 다른 장르를 시도해 보세요.,true,single_hidden,,
